gold,russell2000,dow_jones,msci_world,nasdaq100,s_p500,date
3383.6877,2103.9639,42546.04,3899.2249,19405.832,5971.2686,2025-06-11
3393.6687,2098.001,42447.9,3906.322,19454.88,5969.973,2025-06-12
3351.0547,2096.5974,42313.69,3891.0383,19295.8,5936.1543,2025-06-13
3349.639,2096.3213,42318.246,3888.3416,19293.447,5937.427,2025-06-14
3352.1973,2098.0112,42333.348,3888.8828,19309.908,5939.368,2025-06-15
3350.0461,2096.5403,42324.113,3888.882,19297.643,5937.372,2025-06-16
3338.1663,2144.079,42772.49,3920.8232,19593.05,6004.798,2025-06-17
